,chords,genres,artist_name,length,song_length
1426,"['Dmaj7', 'Gmaj7', 'C#dim', 'Bmin7', 'Gmaj7', 'F#min7', 'Gmaj7', 'F#min7', 'Dmaj7', 'Gmaj7', 'C#dim', 'Bmin7', 'Gmaj7', 'F#min7', 'Gmaj7', 'F#min7', 'Gmaj7', 'Gmaj', 'Dmaj', 'Gmaj', 'Dmaj7', 'Gmaj7', 'C#dim', 'Bmin7', 'Gmaj7', 'F#min7', 'Gmaj7', 'F#min7', 'Dmaj7', 'Gmaj7', 'C#dim', 'Bmin7', 'Gmaj7', 'F#min7', 'Gmaj7', 'F#min7', 'Gmaj7', 'Gmaj', 'Dmaj', 'Amaj', 'F#maj', 'Bmin7', 'Amaj', 'Dmaj', 'D#maj', 'F#min7', 'Emaj', 'Amaj', 'Dmaj', 'Bmin7', 'Gmaj', 'Amaj', 'Dmaj7', 'Gmaj7', 'C#dim', 'Bmin7', 'Gmaj7', 'F#min7', 'Gmaj7', 'F#min7', 'Dmaj7', 'Gmaj7', 'C#dim', 'Bmin7', 'Gmaj7', 'F#min7', 'Gmaj7', 'F#min7', 'Gmaj7', 'Gmaj', 'Dmaj', 'Gmaj']",Jazz,Nan,72,72
1427,"['Cmaj', 'C7', 'F7', 'Cmaj', 'Dmin7', 'Emin7', 'D#min7', 'Dmin9', 'G9', 'Cmaj', 'D#7', 'D7', 'C#maj7']",Jazz,Nan,13,13
1428,"['Cmaj', 'Emaj', 'Dmin', 'Amin', 'Cmaj', 'Emaj', 'Fmaj', 'Gmaj', 'Cmaj', 'Amin', 'Fmaj', 'Gmaj', 'Cmaj', 'Amin', 'Fmaj', 'Dmin', 'Gmaj', 'Cmaj', 'Emaj', 'Fmaj', 'Gmaj', 'Cmaj', 'Amin', 'Fmaj', 'Gmaj', 'Cmaj', 'Amin', 'Fmaj', 'Dmin', 'Gmaj', 'Cmaj', 'Amin', 'Dmin', 'Gmaj', 'Cmaj', 'Amin', 'Dmin', 'E7', 'Amin', 'Dmin', 'Gmaj', 'Cmaj', 'Amin', 'Dmin', 'E7', 'Amin', 'Cmaj', 'Emaj', 'Fmaj', 'Gmaj', 'Cmaj', 'Amin', 'Fmaj', 'Gmaj']",Jazz,Nan,54,54
1429,"['Cmaj', 'C#dim', 'Dmin7', 'A7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'B7', 'E7', 'Edim', 'Dmin7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'Fmin', 'G7', 'Cmaj', 'Amin', 'D7', 'Amin7', 'D9', 'G7', 'Cmaj']",Jazz,Nan,27,27
1430,"['C7', 'F7', 'C7', 'G7', 'F7', 'C7', 'G7', 'C7', 'F7', 'C7', 'G7', 'F7', 'C7', 'G7', 'C7', 'F7', 'C7', 'G7', 'F7', 'C7', 'G7', 'C7', 'F7', 'C7', 'G7', 'F7', 'C7', 'G7', 'C7', 'F7', 'C7', 'G7', 'F7', 'C7', 'G7', 'C7', 'F7', 'C7', 'G7', 'F7', 'C7']",Jazz,Nan,41,41
1431,"['Cmaj', 'F9', 'Cmaj', 'Gmin7', 'Cmaj', 'F9', 'F#dim', 'C9', 'Dmin7', 'Emin7', 'A7', 'D7', 'G7', 'C9', 'A7', 'Dmin7', 'G7', 'Cmaj', 'F9', 'Cmaj', 'Gmin7', 'Cmaj', 'F9', 'F#dim', 'C9', 'Dmin7', 'Emin7', 'A7', 'D7', 'G7', 'C9', 'A7', 'Dmin7', 'G7', 'Cmaj', 'F9', 'Cmaj', 'Gmin7', 'Cmaj', 'F9', 'F#dim', 'C9', 'Dmin7', 'Emin7', 'A7', 'D7', 'G7', 'C9', 'A7', 'Dmin7', 'G7', 'Cmaj', 'F9', 'Cmaj', 'Gmin7', 'Cmaj', 'F9', 'F#dim', 'C9', 'Dmin7', 'Emin7', 'A7', 'D7', 'G7', 'C9', 'A7', 'Dmin7', 'G7', 'Cmaj', 'F9', 'Cmaj', 'Gmin7', 'Cmaj', 'F9', 'F#dim', 'C9', 'Dmin7', 'Emin7', 'A7', 'D7', 'G7', 'C9', 'A7', 'Dmin7', 'G7', 'Cmaj', 'F9', 'Cmaj', 'Gmin7', 'Cmaj', 'F9', 'F#dim', 'C9', 'Dmin7', 'Emin7', 'A7', 'D7', 'G7', 'C9', 'A7', 'Dmin7', 'G7']",Jazz,Nan,102,102
1432,"['Cmaj', 'D7', 'G7', 'Cmaj', 'Adim', 'G7', 'Cmaj', 'G7', 'Cmaj', 'D7', 'G7', 'Cmaj', 'Adim', 'G7', 'Cmaj', 'Gmaj', 'A#dim', 'Gmaj', 'E7', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'Amin', 'A7', 'D7', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'D7', 'G7', 'Cmaj', 'Adim', 'G7', 'Cmaj', 'G7', 'Cmaj', 'D7', 'G7', 'Cmaj', 'Adim', 'G7', 'Cmaj', 'Gmaj', 'A#dim', 'Gmaj', 'E7', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'Amin', 'A7', 'D7', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'Amin', 'A7', 'D7', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj', 'E7', 'Amin', 'A7', 'D7', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj']",Jazz,Nan,107,107
1433,"['G7', 'Cmaj6', 'Dmin7', 'Emin7', 'Dmin7', 'Cmaj6', 'G7', 'Cmaj6', 'C#dim', 'Dmin7', 'G7', 'Cmaj6', 'Amin7', 'D7', 'Dmin7', 'G7', 'Cmaj6', 'Dmin7', 'Emin7', 'Dmin7', 'Cmaj6', 'G7', 'Cmaj6', 'C#dim', 'Gmaj', 'Emin7', 'Amin7', 'D7', 'Dmin7', 'G7', 'Cmaj6', 'Cmaj', 'D#dim', 'Dmin7', 'G7', 'A7', 'Dmin7', 'G7', 'Cmaj6', 'Gmin7', 'C7', 'Fmaj6', 'F#dim', 'Cmaj6', 'Gmin6', 'A7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj6', 'C#dim', 'Dmin7', 'G7', 'Cmaj6', 'Cmaj', 'D#dim', 'Dmin7', 'G7', 'A7', 'Dmin7', 'G7', 'Cmaj6', 'Gmin7', 'C7', 'Fmaj6', 'F#dim', 'Cmaj6', 'Ehdim', 'A7', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj6']",Jazz,Nan,75,75
1434,"['Dmin', 'G7', 'F#hdim', 'Fmin7', 'Emin7', 'Cmaj6', 'Bsus4', 'B7', 'Dmin7', 'C#7', 'Cmaj7', 'Dmin7', 'Emin7', 'Fmaj7', 'Cmaj6', 'B7', 'A#7', 'A7', 'Emin7', 'Cdim', 'Asus4', 'Dmin7', 'G7', 'Cmaj7', 'Emin7', 'Amin7', 'B7', 'Emin7', 'D#dim', 'Dmin7', 'Dmin', 'Gmaj', 'Cmaj7', 'Cmaj6', 'Bsus4', 'B7', 'Dmin7', 'C#7', 'Cmaj7', 'Dmin7', 'Emin7', 'Fmaj7', 'Cmaj6', 'B7', 'A#7', 'A7', 'C#min7', 'Dmin7', 'Fmin', 'A#7', 'Emin7', 'Ehdim', 'A7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj7', 'Amin7', 'Dmin7', 'G7', 'Cmaj7', 'Amin7', 'Dmin7', 'G7', 'Cmaj7', 'Amin7', 'Dmin7', 'G7', 'Cmaj6']",Jazz,Nan,70,70
1435,"['G7', 'Cmaj', 'Gdim', 'G7', 'Cmaj', 'Gmin6', 'A7', 'Gmin6', 'A7', 'Gmin6', 'A7', 'D7', 'Amin7', 'D7', 'Amin7', 'D7', 'G7', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmaj', 'Gdim', 'G7', 'Gmin6', 'A7', 'Dmin', 'Fmin', 'Cmaj', 'Gdim', 'G7', 'Cmaj']",Jazz,Nan,32,32
1436,"['Cmaj', 'Emin7', 'Fmaj', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'C7', 'Fmaj7', 'A#9', 'Dmin7', 'Gsus4', 'Cmaj', 'Gsus4', 'Cmaj', 'Emin7', 'Fmaj', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'C7', 'Fmaj7', 'A#9', 'Dmin7', 'Gsus4', 'Cmaj', 'C7', 'Fmaj', 'F#dim', 'Emin7', 'C7', 'Fmaj', 'F#dim', 'Emin7', 'C7', 'Fmaj', 'F#dim', 'Cmaj', 'D7', 'G7', 'Cmaj', 'Emin7', 'Fmaj', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'C7', 'Fmaj7', 'A#9', 'Dmin7', 'Gsus4', 'Cmaj', 'Gsus4']",Jazz,Nan,61,61
1437,"['Cmin', 'Cmin7', 'Cmin', 'Cmin7', 'A#min9', 'D#7', 'G#maj7', 'C#9', 'Dmin', 'G7', 'Cmin7', 'Cmin', 'Cmin7', 'Cmin', 'Cmin7', 'A#min9', 'D#7', 'G#maj7', 'C#9', 'Dmin', 'G7', 'Cmin7', 'Gmin9', 'C7', 'Fmaj7', 'Bmin7', 'E7', 'Amaj7', 'Amaj6', 'Amin7', 'D7', 'G7', 'Cmin', 'Cmin7', 'Cmin', 'Cmin7', 'A#min9', 'D#7', 'G#maj7', 'C#9', 'Dmin', 'G7', 'Cmin7', 'Cmin', 'Cmin6', 'Cmin7', 'Cmin6', 'Cmin', 'Cmin6', 'Cmin7', 'Cmin6', 'Cmin']",Jazz,Nan,52,52
1438,"['Dmin9', 'G9', 'Fmin9', 'A#9', 'G#min7', 'C#9', 'Bmin9', 'E9', 'Dmin9', 'G9', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Gmin7', 'C7', 'Fmaj', 'Gmin7', 'C7', 'Fmaj', 'Amin7', 'D7', 'Gmaj', 'Amin7', 'D7', 'Gmaj', 'G7', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Gmin7', 'C7', 'Fmaj', 'Gmin7', 'C7', 'Fmaj', 'Amin7', 'D7', 'Gmaj', 'Amin7', 'D7', 'Gmaj', 'G7', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Gmin7', 'C7', 'Fmaj', 'Gmin7', 'C7', 'Fmaj', 'Amin7', 'D7', 'Gmaj', 'Amin7', 'D7', 'Gmaj', 'G7', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'Gmin7', 'C7', 'Fmaj', 'Gmin7', 'C7', 'Fmaj', 'Amin7', 'D7', 'Gmaj', 'Amin7', 'D7', 'Gmaj', 'G7', 'Dmin9', 'G9', 'Emin7', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'A7', 'F#hdim', 'Fmin', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj', 'A7', 'Dmin7', 'G7', 'Cmaj', 'Dmin9', 'G9', 'Fmin9', 'A#9', 'G#min7', 'C#9', 'Bmin9', 'E9', 'Dmin9', 'G9', 'Emin7', 'A7', 'Dmin7', 'G7', 'Cmaj6']",Jazz,Nan,278,278
1439,"['G7', 'Cmaj', 'A7', 'D7', 'Gmaj', 'Cmaj', 'G7', 'Cmaj', 'A#maj', 'A7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'A7', 'Dmin', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'Fmin7', 'A#7', 'Emin7', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'Gmaj', 'Cmaj', 'Gaug', 'Cmaj', 'G7', 'Cmaj', 'A#maj', 'A7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'A7', 'Dmin', 'Dmin7', 'G7', 'Cmaj', 'A7', 'D7', 'Fmin7', 'A#7', 'Emin7', 'A7', 'D7', 'G7', 'Cmaj', 'A7', 'D7', 'G7', 'Cmaj']",Jazz,Nan,60,60
1440,"['Cmaj7', 'A7', 'Dmin7', 'Gmaj', 'Cmaj6', 'D7', 'Dmin7', 'G9', 'Cmaj6', 'D#dim', 'Dmin7', 'Gmaj', 'Cmaj6', 'D7', 'Dmin7', 'G9', 'Cmaj6', 'G#9', 'Cmaj6', 'Cmaj', 'A#maj', 'G#maj', 'G7', 'Cmaj6', 'D7', 'Dmin7', 'G9', 'Cmaj6', 'G#9', 'Cmaj6']",Jazz,Nan,30,30
1441,"['Cmaj', 'C#dim', 'Dmin7', 'G7', 'Cmaj', 'B7', 'Cmaj', 'B7', 'Cmaj', 'C#dim', 'Gmin7', 'Cmaj', 'B7', 'Cmaj', 'B7', 'Cmaj', 'C#dim', 'Gmin7', 'Cmaj', 'Adim', 'F7', 'Gaug', 'C7', 'F7', 'Gaug', 'C7', 'F7', 'G#maj', 'Cmaj', 'F7', 'Gaug', 'Cmaj', 'G#7', 'G7', 'Cmaj']",Jazz,Nan,35,35
1442,"['D#6', 'G#9', 'A#7', 'D#6', 'Gmin7', 'C7', 'Gmin7', 'C7', 'F9', 'G#min6', 'C#9', 'F7', 'A#7', 'Gmin7', 'C7', 'Fmin7', 'A#7', 'D#maj6', 'G#9', 'A#7', 'D#maj6', 'Gmin7', 'C7', 'Gmin7', 'C7', 'F9', 'G#min6', 'C#9', 'F7', 'Fmin7', 'A#maj', 'D#maj6', 'G#maj6', 'D#6', 'A#7']",Jazz,Nan,35,35
1443,"['Cmaj7', 'Dmin7', 'Emin7', 'Dmin7', 'Cmaj7', 'Dmin7', 'Emin7', 'Dmin7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'C7', 'B7', 'A#maj', 'A7', 'G#7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'C7', 'B7', 'A#maj', 'A7', 'G#7', 'G7', 'Cmaj', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'D#dim', 'Dmin7', 'G7', 'Gmaj', 'D#dim', 'Dmin7', 'G7', 'Cmaj', 'D7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'C7', 'B7', 'A#maj', 'A7', 'G#7', 'G7', 'Cmaj', 'G7']",Jazz,Nan,67,67
1444,"['C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Fmaj', 'Cmaj', 'G7', 'Cmaj', 'Fmaj', 'Gmin', 'Ddim', 'Fmaj', 'F7', 'A#maj', 'Fmaj', 'C7', 'Fmaj', 'F7', 'A#maj', 'Fmaj', 'C7', 'Fmaj', 'Gmin', 'Ddim', 'Fmaj', 'F7', 'A#maj', 'Fmaj', 'C7', 'Fmaj', 'F7', 'A#maj', 'Fmaj', 'C7', 'Fmaj']",Jazz,Nan,41,41
1445,"['Cmaj', 'Emin', 'Amin', 'Cmaj', 'A7', 'Dmin', 'G7', 'Cmaj', 'Fmin', 'Cmaj', 'E7', 'A7', 'Dmin', 'Cmaj', 'C#dim', 'Dmin7', 'G7', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'Dmin', 'Amin', 'Fmin', 'G7', 'Cmaj', 'C7', 'Fmaj', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'Dmin', 'Amin', 'Fmin', 'G7', 'Cmaj', 'Fmin', 'Cmaj', 'Emin', 'Amin', 'Cmaj', 'A7', 'Dmin', 'G7', 'Cmaj']",Jazz,Nan,49,49
1446,"['Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'C9', 'Caug', 'F#7', 'Caug', 'C9', 'Caug', 'F#7', 'Caug', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'D#aug', 'B7', 'Ahdim', 'B7', 'Emaj', 'Fmaj', 'D#maj', 'C#maj', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'C9', 'Caug', 'F#7', 'Caug', 'C9', 'Caug', 'F#7', 'Caug', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'D#aug', 'B7', 'Ahdim', 'B7', 'Emaj', 'Fmaj', 'D#maj', 'C#maj', 'Fmaj7', 'F6', 'Cmaj', 'Cmaj7', 'Cmaj6', 'Dmin', 'Amaj', 'Dmin7', 'Gmaj', 'Amin', 'Emin', 'Amin', 'Dmin', 'Amaj', 'Dmin7', 'E7', 'Amin', 'Amin6', 'Amin7', 'Cmaj', 'Gmaj', 'Gaug', 'Cmaj7', 'Dsus4', 'D9', 'Gmaj', 'Dmin7', 'G9', 'G7', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'C9', 'Caug', 'F#7', 'Caug', 'C9', 'Caug', 'F#7', 'Caug', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'Cmaj7', 'Cmaj6', 'Cmaj9', 'Cmaj6', 'D#aug', 'B7', 'Ahdim', 'B7', 'Emaj', 'Fmaj', 'D#maj', 'C#maj', 'Cmaj7', 'Cmaj', 'C#7', 'Cmaj']",Jazz,Nan,129,129
1447,"['Cmaj', 'A#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'A#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'A7', 'Dmin7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'D#maj', 'G7', 'Cmaj', 'D#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'A#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'A#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'A7', 'Dmin7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'D#maj', 'G7', 'Cmaj', 'D#maj', 'G7', 'Cmaj', 'Cmin', 'G7', 'Fmin', 'G7', 'Cmin', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmin', 'G7', 'Cmin', 'G7', 'Fmin', 'G7', 'Cmin', 'Dmin7', 'G7', 'Dmin7', 'G7', 'Cmin', 'Gmaj', 'Cmaj', 'Gmaj', 'Cmaj', 'G7', 'D7', 'Gmaj', 'G7', 'Cmaj', 'A#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'Amin7', 'Dmin7', 'G7', 'Cmaj', 'A#maj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'A7', 'Dmin7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'Dmin7', 'G7', 'Cmaj', 'Dmin', 'G7', 'Cmaj']",Jazz,Nan,126,126
1448,"['Cmaj6', 'Amin7', 'D9', 'Gmaj', 'Cmaj6', 'Gsus4', 'Cmaj6', 'Emin7', 'Amin7', 'F7', 'E7', 'Amin7', 'F7', 'E7', 'Amin6', 'F7', 'E7', 'Amin7', 'F7', 'E7', 'Amin7', 'F7', 'E7', 'Amin7', 'F7', 'E7', 'Amin6', 'F7', 'E7', 'Gmin7', 'C7', 'Fmaj7', 'Gmin7', 'Amin7', 'A#maj7', 'B7', 'A#maj7', 'Amin7', 'Gmin7', 'Fmaj7', 'Gmin7', 'Amin7', 'D7', 'G7', 'B7', 'E7', 'Amin7', 'F7', 'E7', 'Amin7', 'F7', 'E7', 'Amin6', 'F7', 'E7', 'Amin7', 'F7', 'G7']",Jazz,Nan,58,58
1449,"['Cmin', 'A#maj', 'Cmin', 'A#maj', 'Cmin', 'A#maj', 'Cmin', 'A#maj', 'Cmin', 'A#maj', 'Cmin', 'A#maj', 'Cmin']",Jazz,Nan,13,13
1450,"['Cmaj6', 'Dmin7', 'Emin7', 'Dmin7', 'Cmaj6', 'Dmin7', 'Emin7', 'Dmin7', 'Cmaj', 'G7', 'Cmaj', 'C#dim', 'G7', 'C#dim', 'G7', 'G#7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'Cmaj', 'C#dim', 'G7', 'C#dim', 'G7', 'D#7', 'G7', 'Cmaj', 'Gmin7', 'C7', 'Gmin7', 'C7', 'Fmaj', 'Gmin7', 'G#dim', 'Fmaj', 'Amin7', 'D7', 'Amin7', 'D7', 'G7', 'Cmaj', 'G7', 'Cmaj', 'G7', 'C#dim', 'G7', 'G#7', 'G7', 'Cmaj', 'G7']",Jazz,Nan,52,52
1451,"['Cmin7', 'C#7', 'Cmin7', 'D7', 'G7', 'Cmin', 'F7', 'A#7', 'D#maj7', 'D7', 'G7', 'Cmin', 'G#7', 'G7', 'D7', 'G7', 'Cmin', 'F7', 'A#7', 'D#maj7', 'D7', 'G7', 'Cmin', 'G#7', 'G7', 'C7', 'F7', 'A#7', 'D#7', 'G#7', 'C#7', 'F7', 'A#7', 'D#7', 'G#7', 'C#7', 'F#7', 'D7', 'G7', 'Cmin', 'F7', 'A#7', 'D#maj7', 'D7', 'G7', 'Cmin', 'G#7', 'Gsus4', 'Cmin']",Jazz,Nan,49,49
1452,"['Cmin7', 'A#maj', 'D#maj', 'A#maj', 'G#maj', 'Cmin7', 'F7', 'D#maj', 'A#maj', 'G#maj', 'Cmin7', 'A#maj', 'G#maj', 'Cmin7', 'A#maj', 'G#maj', 'D7', 'G7', 'Cmin7', 'C#maj7', 'D7', 'G7', 'Cmin7', 'F7', 'Fmin7', 'A#9', 'D#maj7', 'G#maj7', 'D7', 'G7', 'Cmin7']",Jazz,Nan,31,31
1453,"['Cmaj7', 'Dmin7', 'G7', 'D7', 'Dmin7', 'G7', 'Gmin7', 'C7', 'Fmaj7', 'A#7', 'Amin7', 'E7', 'Amin7', 'F#dim', 'F7', 'Emin7', 'D#7', 'Dmin7', 'G7', 'Cmaj7', 'Dmin7', 'G7', 'D7', 'Dmin7', 'G7', 'Gmin7', 'C7', 'Fmaj7', 'A#7', 'Amin7', 'E7', 'Amin7', 'F#dim', 'F7', 'Emin7', 'D#7', 'A7', 'C#7', 'Cmaj7', 'Dmin7', 'G7']",Jazz,Nan,41,41
1454,"['Cmaj7', 'Dmin7', 'G7', 'Cmaj7', 'Fmin7', 'A#7', 'Emin7', 'D#7', 'Dmin7', 'G7', 'Cmaj7', 'D#min7', 'G#7', 'C#maj7', 'D#min7', 'G#7', 'C#maj7', 'F#min7', 'B7', 'Fmin7', 'E7', 'D#min7', 'G#7', 'C#maj7', 'Emin7', 'A7', 'Dmaj7', 'Dmin7', 'G7', 'Cmaj7', 'Cmin7', 'F7', 'A#maj7', 'D#min7', 'G#7', 'C#maj7', 'Dmin7', 'G7', 'Cmaj7', 'Dmin7', 'G7', 'Cmaj7', 'Fmin7', 'A#7', 'Emin7', 'D#7', 'Dmin7', 'G7', 'Cmaj7']",Jazz,Nan,49,49
1455,"['Baug', 'A#maj', 'A9', 'G#maj7', 'Emin7', 'Fmaj7', 'B7', 'Fmaj7', 'B7']",Jazz,Nan,9,9
1456,"['Cmaj', 'Amin', 'Emin', 'G7', 'Cmaj', 'Amin', 'Emin', 'C7', 'Fmaj', 'Cmaj', 'Amin', 'Dmin', 'G7', 'Cmaj', 'Fmaj', 'Cmaj', 'Amin', 'Fmaj', 'G7', 'Cmaj']",Jazz,Nan,20,20
